Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
9f0671f519ca46a08b51d783b2be0465,science kit - magnets and motion,6.0,6.27,Blick Art Materials
9f0671f519ca46a08b51d783b2be0465,privacy partition,31.0,31.02,Blick Art Materials
1932892aa2ea4c8ebea1e53031a74f0d,classroom library book set,14.0,9.31,Lakeshore Learning Materials
1932892aa2ea4c8ebea1e53031a74f0d,black write and wipe markers,37.0,22.92,School Specialty
1932892aa2ea4c8ebea1e53031a74f0d,flexible seating stool,43.0,26.16,Woodwind & Brasswind
1932892aa2ea4c8ebea1e53031a74f0d,art easel,9.0,34.0,Lakeshore Learning Materials
1932892aa2ea4c8ebea1e53031a74f0d,"gaiam kids stay-n-play balance ball, grey",48.0,11.91,School Specialty
d0f326aab14643f89d1c5bf71b8afce7,sensory fidget tools set,33.0,2.45,Best Buy Co
d0f326aab14643f89d1c5bf71b8afce7,soft seating cushion,48.0,22.15,Amazon Business
d0f326aab14643f89d1c5bf71b8afce7,hp 11.6 chromebook,38.0,54.59,School Specialty
b4af2aad8b3e4320afd8aa8051efab01,art easel,7.0,34.1,Woodwind & Brasswind
97dd00acf145443991dc009d3370cf05,basketballs (set of 6),33.0,38.02,Discount School Supply
97dd00acf145443991dc009d3370cf05,graphing calculator,27.0,13.89,Discount School Supply
97dd00acf145443991dc009d3370cf05,privacy partition,2.0,89.74,Best Buy Co
3011f1b1edac4af59a7d990bd50b3ace,graphing calculator,39.0,18.56,Best Buy Co
3011f1b1edac4af59a7d990bd50b3ace,graphing calculator,38.0,70.01,Amazon Business
3011f1b1edac4af59a7d990bd50b3ace,wireless headphones,19.0,6.43,Lakeshore Learning Materials
3011f1b1edac4af59a7d990bd50b3ace,privacy partition,25.0,32.5,Discount School Supply
91039c2fb4a14e9ead110664da3c5667,hp 11.6 chromebook,14.0,11.77,Amazon Business
91039c2fb4a14e9ead110664da3c5667,sensory fidget tools set,22.0,15.83,Lakeshore Learning Materials
91039c2fb4a14e9ead110664da3c5667,black write and wipe markers,8.0,24.46,Best Buy Co
91039c2fb4a14e9ead110664da3c5667,graphing calculator,4.0,16.8,School Specialty
34476dd102ae46e49479310f7929614a,microscope for classroom use,39.0,164.9,Discount School Supply
34476dd102ae46e49479310f7929614a,soft seating cushion,17.0,23.07,Lakeshore Learning Materials
34476dd102ae46e49479310f7929614a,classroom library book set,32.0,60.72,Amazon Business
34476dd102ae46e49479310f7929614a,microscope for classroom use,41.0,35.0,Discount School Supply
34476dd102ae46e49479310f7929614a,science kit - magnets and motion,39.0,15.06,Amazon Business
6ea4d3c520754c4a96c3df4817a7e584,"gaiam kids stay-n-play balance ball, grey",18.0,11.55,Woodwind & Brasswind
a997adeea1104bff998eedf113416cc5,flexible seating stool,31.0,353.82,Woodwind & Brasswind
491af570b09f4842acb4bb2b2f2c285d,apple ipad wi-fi 32gb,42.0,26.88,Blick Art Materials
491af570b09f4842acb4bb2b2f2c285d,apple ipad wi-fi 32gb,41.0,16.96,Blick Art Materials
491af570b09f4842acb4bb2b2f2c285d,apple ipad wi-fi 32gb,27.0,39.15,Woodwind & Brasswind
491af570b09f4842acb4bb2b2f2c285d,microscope for classroom use,15.0,23.58,Lakeshore Learning Materials
41e107cb76334b4d8ce695a4c849dfea,wireless headphones,49.0,61.26,Lakeshore Learning Materials
b3c3ed546884466db2e390a8d830f822,graphing calculator,9.0,15.36,AKJ Education
b3c3ed546884466db2e390a8d830f822,sensory fidget tools set,41.0,417.28,Discount School Supply
b3c3ed546884466db2e390a8d830f822,"gaiam kids stay-n-play balance ball, grey",43.0,23.73,School Specialty
a9580b3adb3945abafd93833ccb16a7a,science kit - magnets and motion,1.0,74.04,Amazon Business
a9580b3adb3945abafd93833ccb16a7a,graphing calculator,7.0,28.5,Blick Art Materials
a9580b3adb3945abafd93833ccb16a7a,graphing calculator,48.0,14.21,Amazon Business
a9580b3adb3945abafd93833ccb16a7a,black write and wipe markers,20.0,2.0,Discount School Supply
a9580b3adb3945abafd93833ccb16a7a,"gaiam kids stay-n-play balance ball, grey",41.0,13.57,School Specialty
b30f394939244d24b4fbca67b481da33,wireless headphones,32.0,40.42,AKJ Education
b30f394939244d24b4fbca67b481da33,classroom library book set,10.0,14.9,Woodwind & Brasswind
fc6bbb6fbc6a4026a60740f3c949f90c,classroom library book set,26.0,7.45,Woodwind & Brasswind
fc6bbb6fbc6a4026a60740f3c949f90c,basketballs (set of 6),34.0,63.89,Best Buy Co
fc6bbb6fbc6a4026a60740f3c949f90c,art easel,9.0,15.38,Discount School Supply
d6c9b41be7094f749ceb92a1d75c7dd4,microscope for classroom use,17.0,16.11,Blick Art Materials
d6c9b41be7094f749ceb92a1d75c7dd4,soft seating cushion,34.0,229.17,Best Buy Co
d6c9b41be7094f749ceb92a1d75c7dd4,microscope for classroom use,14.0,36.34,Amazon Business
d6c9b41be7094f749ceb92a1d75c7dd4,"gaiam kids stay-n-play balance ball, grey",5.0,18.15,Best Buy Co
80cec61f84394a19a2548355d8520be6,classroom library book set,19.0,35.7,AKJ Education
8d8b2a89ea75460f9921999d63e939f7,sensory fidget tools set,2.0,9.78,Best Buy Co
8d8b2a89ea75460f9921999d63e939f7,"gaiam kids stay-n-play balance ball, grey",11.0,10.66,School Specialty
8d8b2a89ea75460f9921999d63e939f7,"gaiam kids stay-n-play balance ball, grey",36.0,28.48,Lakeshore Learning Materials
8d8b2a89ea75460f9921999d63e939f7,soft seating cushion,31.0,40.37,Best Buy Co
3c53525930fe428f82b7b33ab50db4e6,classroom library book set,49.0,108.06,Discount School Supply
3c53525930fe428f82b7b33ab50db4e6,privacy partition,7.0,30.81,Blick Art Materials
3c53525930fe428f82b7b33ab50db4e6,apple ipad wi-fi 32gb,43.0,14.43,Best Buy Co
3c53525930fe428f82b7b33ab50db4e6,soft seating cushion,33.0,85.84,AKJ Education
3c53525930fe428f82b7b33ab50db4e6,science kit - magnets and motion,38.0,16.21,Woodwind & Brasswind
3979a008073f43fe961ec99c78d1ccfe,privacy partition,35.0,49.48,Best Buy Co
891f498bb2254e6f8ddebc614340a9a3,apple ipad wi-fi 32gb,20.0,508.29,Amazon Business
891f498bb2254e6f8ddebc614340a9a3,flexible seating stool,17.0,30.88,Blick Art Materials
891f498bb2254e6f8ddebc614340a9a3,graphing calculator,20.0,28.47,Lakeshore Learning Materials
891f498bb2254e6f8ddebc614340a9a3,science kit - magnets and motion,34.0,179.2,School Specialty
15c0e3bad0d749edb2f14113084335ec,sensory fidget tools set,16.0,132.95,AKJ Education
15c0e3bad0d749edb2f14113084335ec,black write and wipe markers,44.0,36.25,Woodwind & Brasswind
c3b1a7962baa47b18e31904e53fe6d81,apple ipad wi-fi 32gb,8.0,22.17,Best Buy Co
c3b1a7962baa47b18e31904e53fe6d81,graphing calculator,12.0,44.52,Amazon Business
c3b1a7962baa47b18e31904e53fe6d81,flexible seating stool,22.0,19.23,Discount School Supply
c3b1a7962baa47b18e31904e53fe6d81,apple ipad wi-fi 32gb,16.0,14.38,Best Buy Co
f659472874cd4d8ba885e883135f8444,soft seating cushion,12.0,6.29,Blick Art Materials
f659472874cd4d8ba885e883135f8444,science kit - magnets and motion,36.0,9.07,Discount School Supply
f659472874cd4d8ba885e883135f8444,soft seating cushion,47.0,7.7,Amazon Business
34f7b29914bc49138a489b647ddb4680,basketballs (set of 6),22.0,8.1,Amazon Business
34f7b29914bc49138a489b647ddb4680,graphing calculator,29.0,5.86,Woodwind & Brasswind
34f7b29914bc49138a489b647ddb4680,science kit - magnets and motion,7.0,35.09,Blick Art Materials
9d181de9c56d40679a73eddb5b129332,basketballs (set of 6),46.0,16.0,Best Buy Co
446aad225b2f4704952be808242c0fb2,graphing calculator,21.0,15.8,Discount School Supply
446aad225b2f4704952be808242c0fb2,basketballs (set of 6),17.0,20.23,Woodwind & Brasswind
446aad225b2f4704952be808242c0fb2,microscope for classroom use,15.0,63.38,Best Buy Co
d8c54fca17c04b07a30c8cade84fd85d,flexible seating stool,9.0,21.41,Lakeshore Learning Materials
d8c54fca17c04b07a30c8cade84fd85d,black write and wipe markers,43.0,20.76,Best Buy Co
d8c54fca17c04b07a30c8cade84fd85d,apple ipad wi-fi 32gb,39.0,26.58,Woodwind & Brasswind
4801a5b37eef464e90a133ae1d26eb77,art easel,34.0,5.25,Amazon Business
1ab435352a6047adb961f8a74f2b16c5,flexible seating stool,46.0,9.28,AKJ Education
1ab435352a6047adb961f8a74f2b16c5,art easel,42.0,98.92,Best Buy Co
1ab435352a6047adb961f8a74f2b16c5,microscope for classroom use,34.0,10.59,Woodwind & Brasswind
e7e251d5f5c74d1bb6d9e08b39f5d706,sensory fidget tools set,40.0,30.76,Lakeshore Learning Materials
e7e251d5f5c74d1bb6d9e08b39f5d706,science kit - magnets and motion,41.0,6.19,Lakeshore Learning Materials
377f7752465c45679a907e814e4aa8df,"gaiam kids stay-n-play balance ball, grey",47.0,24.84,Blick Art Materials
377f7752465c45679a907e814e4aa8df,"gaiam kids stay-n-play balance ball, grey",21.0,9.4,Discount School Supply
377f7752465c45679a907e814e4aa8df,black write and wipe markers,11.0,15.63,School Specialty
377f7752465c45679a907e814e4aa8df,privacy partition,20.0,27.89,Amazon Business
377f7752465c45679a907e814e4aa8df,graphing calculator,25.0,14.47,Lakeshore Learning Materials
abd64614710e4b14839d2c558bd2a941,flexible seating stool,28.0,11.77,AKJ Education
abd64614710e4b14839d2c558bd2a941,apple ipad wi-fi 32gb,1.0,40.48,Blick Art Materials
ba19acb80bcf4541b089574e4c171ca7,black write and wipe markers,7.0,2.0,Amazon Business
ba19acb80bcf4541b089574e4c171ca7,wireless headphones,36.0,2.0,Blick Art Materials
ba19acb80bcf4541b089574e4c171ca7,black write and wipe markers,8.0,126.57,Lakeshore Learning Materials
ba19acb80bcf4541b089574e4c171ca7,soft seating cushion,35.0,28.61,Woodwind & Brasswind
d08c96c5e41e46459aaf2ff2d37cdab5,microscope for classroom use,41.0,28.46,Lakeshore Learning Materials
d08c96c5e41e46459aaf2ff2d37cdab5,graphing calculator,22.0,39.64,AKJ Education
d08c96c5e41e46459aaf2ff2d37cdab5,classroom library book set,26.0,54.56,Lakeshore Learning Materials
d08c96c5e41e46459aaf2ff2d37cdab5,apple ipad wi-fi 32gb,37.0,4.28,Discount School Supply
6df11873d7d8448e948f41d3609c6f44,art easel,6.0,52.67,School Specialty
52daf53f05d64ffe9eb870e749f19ffd,graphing calculator,22.0,26.37,Discount School Supply
cf87c2980c724922ae5c7d0567f92ad5,flexible seating stool,7.0,58.46,Woodwind & Brasswind
cf87c2980c724922ae5c7d0567f92ad5,art easel,20.0,27.52,Best Buy Co
26bddf92ff2f48d1b6f0db03a18b4702,"gaiam kids stay-n-play balance ball, grey",44.0,63.72,Lakeshore Learning Materials
26bddf92ff2f48d1b6f0db03a18b4702,science kit - magnets and motion,24.0,15.72,Discount School Supply
3f17902aae9246718fcb609d15ad93f3,sensory fidget tools set,5.0,138.12,Blick Art Materials
3f17902aae9246718fcb609d15ad93f3,apple ipad wi-fi 32gb,2.0,12.67,Best Buy Co
4a44111b46024173a532f2feacfe6df4,art easel,8.0,54.57,Best Buy Co
4a44111b46024173a532f2feacfe6df4,"gaiam kids stay-n-play balance ball, grey",18.0,16.62,Blick Art Materials
4a44111b46024173a532f2feacfe6df4,sensory fidget tools set,4.0,36.25,Discount School Supply
4a44111b46024173a532f2feacfe6df4,flexible seating stool,14.0,15.75,Amazon Business
adc73b33529b40248b215e2f9c3b4022,classroom library book set,30.0,28.56,Woodwind & Brasswind
adc73b33529b40248b215e2f9c3b4022,apple ipad wi-fi 32gb,7.0,37.48,Discount School Supply
adc73b33529b40248b215e2f9c3b4022,classroom library book set,46.0,119.27,AKJ Education
adc73b33529b40248b215e2f9c3b4022,privacy partition,19.0,64.12,Best Buy Co
adc73b33529b40248b215e2f9c3b4022,hp 11.6 chromebook,4.0,248.87,Discount School Supply
5e7aa3afffd54010aaeb56866f21b715,flexible seating stool,9.0,7.09,AKJ Education
5e7aa3afffd54010aaeb56866f21b715,art easel,13.0,3.6,AKJ Education
5e7aa3afffd54010aaeb56866f21b715,sensory fidget tools set,17.0,50.17,Woodwind & Brasswind
00299f29058d48d59f82bd55511c482d,sensory fidget tools set,47.0,44.01,Lakeshore Learning Materials
00299f29058d48d59f82bd55511c482d,microscope for classroom use,31.0,9.04,Blick Art Materials
a67dc7c6bf674be1912a1424eb83e9cf,classroom library book set,19.0,15.4,Blick Art Materials
a67dc7c6bf674be1912a1424eb83e9cf,apple ipad wi-fi 32gb,5.0,15.42,Discount School Supply
a67dc7c6bf674be1912a1424eb83e9cf,wireless headphones,10.0,29.23,School Specialty
a67dc7c6bf674be1912a1424eb83e9cf,hp 11.6 chromebook,12.0,20.51,Best Buy Co
14e3ecdc92f84ae49347b2c9800fb142,microscope for classroom use,8.0,235.08,Best Buy Co
14e3ecdc92f84ae49347b2c9800fb142,soft seating cushion,23.0,12.23,Discount School Supply
14e3ecdc92f84ae49347b2c9800fb142,graphing calculator,45.0,100.86,Lakeshore Learning Materials
14e3ecdc92f84ae49347b2c9800fb142,art easel,2.0,4.26,Woodwind & Brasswind
371058c6d62a48f990cc8c2c64e44684,classroom library book set,32.0,16.01,Best Buy Co
371058c6d62a48f990cc8c2c64e44684,basketballs (set of 6),14.0,11.78,Best Buy Co
371058c6d62a48f990cc8c2c64e44684,microscope for classroom use,33.0,8.04,Lakeshore Learning Materials
371058c6d62a48f990cc8c2c64e44684,flexible seating stool,41.0,193.61,Best Buy Co
371058c6d62a48f990cc8c2c64e44684,black write and wipe markers,49.0,117.75,Best Buy Co
417a71c0a9224197903aee8629d8f510,graphing calculator,30.0,43.75,Discount School Supply
417a71c0a9224197903aee8629d8f510,hp 11.6 chromebook,34.0,23.9,Lakeshore Learning Materials
417a71c0a9224197903aee8629d8f510,art easel,27.0,38.19,School Specialty
417a71c0a9224197903aee8629d8f510,soft seating cushion,5.0,26.16,AKJ Education
64591556648d4caf9648ccf789be7938,classroom library book set,9.0,15.83,Best Buy Co
64591556648d4caf9648ccf789be7938,black write and wipe markers,17.0,29.93,Discount School Supply
9e661efcc63947baae2d4b9f5459e100,graphing calculator,13.0,45.54,School Specialty
9e661efcc63947baae2d4b9f5459e100,privacy partition,8.0,3.35,Best Buy Co
0538179716e547f792e6d08d281e1957,classroom library book set,33.0,58.85,Woodwind & Brasswind
a838bf1d1eb7438b969b0a5c75ca3f94,black write and wipe markers,9.0,36.94,Woodwind & Brasswind
a838bf1d1eb7438b969b0a5c75ca3f94,soft seating cushion,29.0,75.17,Woodwind & Brasswind
a838bf1d1eb7438b969b0a5c75ca3f94,wireless headphones,29.0,69.33,Amazon Business
a838bf1d1eb7438b969b0a5c75ca3f94,science kit - magnets and motion,23.0,77.22,Lakeshore Learning Materials
77b73108a54b4467b9356de444284860,flexible seating stool,39.0,17.94,School Specialty
77b73108a54b4467b9356de444284860,science kit - magnets and motion,11.0,14.35,AKJ Education
38e71692d13d429aa1454b13b1276c3f,"gaiam kids stay-n-play balance ball, grey",39.0,11.09,Discount School Supply
38e71692d13d429aa1454b13b1276c3f,black write and wipe markers,39.0,13.44,Blick Art Materials
38e71692d13d429aa1454b13b1276c3f,soft seating cushion,14.0,44.69,Lakeshore Learning Materials
38e71692d13d429aa1454b13b1276c3f,"gaiam kids stay-n-play balance ball, grey",15.0,43.14,Amazon Business
38e71692d13d429aa1454b13b1276c3f,hp 11.6 chromebook,35.0,16.25,Lakeshore Learning Materials
0df4c6be59a14fd0b5810d2a291996f3,black write and wipe markers,33.0,63.1,Amazon Business
0df4c6be59a14fd0b5810d2a291996f3,black write and wipe markers,7.0,10.94,Blick Art Materials
0df4c6be59a14fd0b5810d2a291996f3,"gaiam kids stay-n-play balance ball, grey",46.0,169.8,School Specialty
0df4c6be59a14fd0b5810d2a291996f3,soft seating cushion,45.0,29.98,Amazon Business
0df4c6be59a14fd0b5810d2a291996f3,basketballs (set of 6),48.0,27.72,Blick Art Materials
d434beb0293645a381317bc25d262e8c,apple ipad wi-fi 32gb,42.0,14.92,AKJ Education
d434beb0293645a381317bc25d262e8c,graphing calculator,4.0,34.18,School Specialty
d434beb0293645a381317bc25d262e8c,wireless headphones,26.0,22.8,Discount School Supply
c5482729a3a34cebb0e312d25f88fdbb,privacy partition,17.0,123.03,Amazon Business
c5482729a3a34cebb0e312d25f88fdbb,science kit - magnets and motion,16.0,2.0,Woodwind & Brasswind
c5482729a3a34cebb0e312d25f88fdbb,flexible seating stool,13.0,104.2,Amazon Business
88dc49f7d2094c259f7e24041f69b0b0,basketballs (set of 6),10.0,39.91,Lakeshore Learning Materials
88dc49f7d2094c259f7e24041f69b0b0,"gaiam kids stay-n-play balance ball, grey",25.0,422.38,Woodwind & Brasswind
b929a212c34249aa9d2731f4270f54f3,sensory fidget tools set,3.0,22.9,Lakeshore Learning Materials
b929a212c34249aa9d2731f4270f54f3,"gaiam kids stay-n-play balance ball, grey",41.0,23.6,School Specialty
b929a212c34249aa9d2731f4270f54f3,microscope for classroom use,48.0,11.86,Lakeshore Learning Materials
b929a212c34249aa9d2731f4270f54f3,"gaiam kids stay-n-play balance ball, grey",12.0,31.56,Discount School Supply
b929a212c34249aa9d2731f4270f54f3,microscope for classroom use,38.0,54.36,Discount School Supply
eb44e684387443b081a1add9f19cbcc9,hp 11.6 chromebook,18.0,225.47,School Specialty
449f975a4b1142bfbd9fd1ef6a3ecdee,soft seating cushion,16.0,28.55,AKJ Education
449f975a4b1142bfbd9fd1ef6a3ecdee,black write and wipe markers,29.0,26.54,Lakeshore Learning Materials
449f975a4b1142bfbd9fd1ef6a3ecdee,classroom library book set,28.0,62.43,Lakeshore Learning Materials
33aac57a36974c569f8d5be997fabeea,apple ipad wi-fi 32gb,30.0,32.59,Lakeshore Learning Materials
33aac57a36974c569f8d5be997fabeea,soft seating cushion,19.0,3.11,Discount School Supply
9b3fc6ca08744f6f9e0fc92fd567427e,microscope for classroom use,33.0,6.73,Amazon Business
9b3fc6ca08744f6f9e0fc92fd567427e,graphing calculator,41.0,50.11,Best Buy Co
9b3fc6ca08744f6f9e0fc92fd567427e,science kit - magnets and motion,8.0,7.88,Discount School Supply
9b3fc6ca08744f6f9e0fc92fd567427e,soft seating cushion,2.0,23.23,Blick Art Materials
9b3fc6ca08744f6f9e0fc92fd567427e,art easel,37.0,39.87,Amazon Business
d03e852629b145af809f32c3955ae021,science kit - magnets and motion,25.0,120.23,AKJ Education
d03e852629b145af809f32c3955ae021,graphing calculator,10.0,30.97,School Specialty
d03e852629b145af809f32c3955ae021,basketballs (set of 6),5.0,128.55,Woodwind & Brasswind
b26841d1679c43b1bbf648e19526159c,classroom library book set,30.0,9.44,Lakeshore Learning Materials
b26841d1679c43b1bbf648e19526159c,classroom library book set,47.0,114.74,Best Buy Co
b26841d1679c43b1bbf648e19526159c,apple ipad wi-fi 32gb,28.0,36.82,Lakeshore Learning Materials
b26841d1679c43b1bbf648e19526159c,art easel,20.0,5.77,AKJ Education
e5bdfddceb4140c99d18f2bcec24c192,basketballs (set of 6),18.0,142.48,AKJ Education
e5bdfddceb4140c99d18f2bcec24c192,basketballs (set of 6),30.0,162.82,AKJ Education
e5bdfddceb4140c99d18f2bcec24c192,privacy partition,41.0,43.65,Woodwind & Brasswind
c85c3aa8618b422583e84f402787f05d,science kit - magnets and motion,17.0,7.5,Blick Art Materials
c85c3aa8618b422583e84f402787f05d,sensory fidget tools set,26.0,16.0,Best Buy Co
74350c0700cc43efa9aceb0f8c489452,art easel,15.0,209.38,Discount School Supply
74350c0700cc43efa9aceb0f8c489452,apple ipad wi-fi 32gb,25.0,22.99,School Specialty
a45a8a85ac554a0ea36a697725e0e6df,apple ipad wi-fi 32gb,38.0,40.23,Amazon Business
a45a8a85ac554a0ea36a697725e0e6df,classroom library book set,35.0,26.04,Best Buy Co
52a26fc8687445ef834a3d1da2ec61b3,"gaiam kids stay-n-play balance ball, grey",36.0,49.35,AKJ Education
52a26fc8687445ef834a3d1da2ec61b3,basketballs (set of 6),44.0,28.81,Best Buy Co
52a26fc8687445ef834a3d1da2ec61b3,flexible seating stool,45.0,22.07,School Specialty
52a26fc8687445ef834a3d1da2ec61b3,hp 11.6 chromebook,42.0,29.95,Woodwind & Brasswind
514be3ad0a9e403e91338386988a8f8f,black write and wipe markers,19.0,20.2,Discount School Supply
514be3ad0a9e403e91338386988a8f8f,flexible seating stool,34.0,46.23,School Specialty
80c28b8feb0140b583bfcafbba3fd536,microscope for classroom use,38.0,70.9,Lakeshore Learning Materials
311a5d2d0e604b9ca254328532c60056,science kit - magnets and motion,2.0,29.49,Lakeshore Learning Materials
0e604ff6d5e842edbcf8a8bdff146bda,apple ipad wi-fi 32gb,46.0,130.82,Blick Art Materials
0e604ff6d5e842edbcf8a8bdff146bda,hp 11.6 chromebook,49.0,67.57,Woodwind & Brasswind
c3205f06e260461982b719802d8de283,art easel,8.0,40.25,Woodwind & Brasswind
c3205f06e260461982b719802d8de283,flexible seating stool,10.0,75.53,Amazon Business
c3205f06e260461982b719802d8de283,classroom library book set,28.0,25.05,AKJ Education
c3205f06e260461982b719802d8de283,art easel,49.0,28.33,Best Buy Co
bae6135d69a74162a002e4e7139c7c21,sensory fidget tools set,10.0,9.78,Best Buy Co
bae6135d69a74162a002e4e7139c7c21,science kit - magnets and motion,34.0,26.73,AKJ Education
bae6135d69a74162a002e4e7139c7c21,"gaiam kids stay-n-play balance ball, grey",23.0,187.41,Lakeshore Learning Materials
bae6135d69a74162a002e4e7139c7c21,"gaiam kids stay-n-play balance ball, grey",21.0,117.17,School Specialty
a249e3e0ed8d469c9a6801dca19ff946,flexible seating stool,23.0,10.8,Best Buy Co
a249e3e0ed8d469c9a6801dca19ff946,classroom library book set,39.0,47.25,Blick Art Materials
a249e3e0ed8d469c9a6801dca19ff946,"gaiam kids stay-n-play balance ball, grey",30.0,22.26,Discount School Supply
a249e3e0ed8d469c9a6801dca19ff946,flexible seating stool,19.0,14.39,Discount School Supply
66d643fce4bc43ac82e102165b27d6a0,science kit - magnets and motion,25.0,25.56,Woodwind & Brasswind
66d643fce4bc43ac82e102165b27d6a0,sensory fidget tools set,7.0,3.89,Lakeshore Learning Materials
ba741bd50abd45429c9ef225199bc811,sensory fidget tools set,8.0,87.95,Best Buy Co
ba741bd50abd45429c9ef225199bc811,apple ipad wi-fi 32gb,36.0,16.26,Amazon Business
bbfa43da83134ae9a382ec939273f283,science kit - magnets and motion,35.0,217.09,Amazon Business
7b56647cdf3747c7a588ad6b512c80a4,flexible seating stool,39.0,91.84,School Specialty
7b56647cdf3747c7a588ad6b512c80a4,microscope for classroom use,6.0,16.13,Blick Art Materials
7b56647cdf3747c7a588ad6b512c80a4,basketballs (set of 6),27.0,27.93,AKJ Education
25a15c794fc244d59d0b842c41e00939,hp 11.6 chromebook,25.0,35.27,Discount School Supply
25a15c794fc244d59d0b842c41e00939,art easel,1.0,9.8,School Specialty
25a15c794fc244d59d0b842c41e00939,soft seating cushion,26.0,51.68,Lakeshore Learning Materials
25a15c794fc244d59d0b842c41e00939,basketballs (set of 6),19.0,44.55,School Specialty
25a15c794fc244d59d0b842c41e00939,graphing calculator,10.0,44.42,Best Buy Co
e7c6eea7fa4a4aff956f3bc0dcf26daf,black write and wipe markers,33.0,31.17,AKJ Education
abbbaf82a1cd44f99e80bd36679b3e52,classroom library book set,4.0,13.02,Discount School Supply
b63a2ef9f1234a05ab291c565bc771f4,apple ipad wi-fi 32gb,39.0,14.07,AKJ Education
b63a2ef9f1234a05ab291c565bc771f4,apple ipad wi-fi 32gb,13.0,25.19,Woodwind & Brasswind
b63a2ef9f1234a05ab291c565bc771f4,classroom library book set,27.0,10.35,Amazon Business
b63a2ef9f1234a05ab291c565bc771f4,flexible seating stool,34.0,24.14,Amazon Business
08c89ae06c3a4b399010e834d99a4e12,apple ipad wi-fi 32gb,14.0,71.12,Lakeshore Learning Materials
08c89ae06c3a4b399010e834d99a4e12,flexible seating stool,17.0,81.5,AKJ Education
08c89ae06c3a4b399010e834d99a4e12,art easel,7.0,51.45,AKJ Education
43379d0da56d4ec68b436ed96fed1152,microscope for classroom use,2.0,82.92,Best Buy Co
43379d0da56d4ec68b436ed96fed1152,soft seating cushion,29.0,15.14,AKJ Education
43379d0da56d4ec68b436ed96fed1152,science kit - magnets and motion,30.0,32.97,Best Buy Co
43379d0da56d4ec68b436ed96fed1152,graphing calculator,49.0,3.71,Best Buy Co
43379d0da56d4ec68b436ed96fed1152,hp 11.6 chromebook,22.0,7.77,Amazon Business
f4977e900b0043169f653010cf445790,hp 11.6 chromebook,17.0,171.48,Best Buy Co
f4977e900b0043169f653010cf445790,apple ipad wi-fi 32gb,15.0,29.3,Lakeshore Learning Materials
f4977e900b0043169f653010cf445790,flexible seating stool,41.0,15.93,Discount School Supply
f4977e900b0043169f653010cf445790,black write and wipe markers,9.0,69.29,AKJ Education
f4977e900b0043169f653010cf445790,graphing calculator,8.0,33.53,Amazon Business
133edabc1120442cb8d8c05d1843cd34,art easel,2.0,11.45,AKJ Education
133edabc1120442cb8d8c05d1843cd34,"gaiam kids stay-n-play balance ball, grey",8.0,27.53,Best Buy Co
133edabc1120442cb8d8c05d1843cd34,privacy partition,44.0,38.71,Lakeshore Learning Materials
54f06997428b412596bcbce6bad4da86,privacy partition,36.0,26.44,Amazon Business
54f06997428b412596bcbce6bad4da86,hp 11.6 chromebook,1.0,13.82,School Specialty
54f06997428b412596bcbce6bad4da86,art easel,46.0,5.48,Amazon Business
54f06997428b412596bcbce6bad4da86,"gaiam kids stay-n-play balance ball, grey",33.0,83.73,Amazon Business
889498ac89124f3f9df43208462ed162,"gaiam kids stay-n-play balance ball, grey",13.0,27.36,AKJ Education
889498ac89124f3f9df43208462ed162,wireless headphones,41.0,3.7,Blick Art Materials
889498ac89124f3f9df43208462ed162,apple ipad wi-fi 32gb,7.0,64.74,Amazon Business
889498ac89124f3f9df43208462ed162,wireless headphones,45.0,32.67,Blick Art Materials
889498ac89124f3f9df43208462ed162,basketballs (set of 6),2.0,27.99,Woodwind & Brasswind
fff4c24719da4e669d1eac0fe9a7e99e,graphing calculator,46.0,18.58,Best Buy Co
fff4c24719da4e669d1eac0fe9a7e99e,graphing calculator,14.0,66.39,Woodwind & Brasswind
fff4c24719da4e669d1eac0fe9a7e99e,art easel,14.0,17.04,AKJ Education
fff4c24719da4e669d1eac0fe9a7e99e,classroom library book set,39.0,11.46,Blick Art Materials
42da753f0d404671af11a0dae03fb41d,classroom library book set,14.0,24.2,Lakeshore Learning Materials
42da753f0d404671af11a0dae03fb41d,privacy partition,23.0,122.46,School Specialty
42da753f0d404671af11a0dae03fb41d,privacy partition,14.0,117.8,Best Buy Co
8a76a4e20050440ea8c20e1cc81fafe5,classroom library book set,24.0,33.49,Lakeshore Learning Materials
8a76a4e20050440ea8c20e1cc81fafe5,flexible seating stool,46.0,28.12,School Specialty
8a76a4e20050440ea8c20e1cc81fafe5,"gaiam kids stay-n-play balance ball, grey",44.0,9.73,Blick Art Materials
8a76a4e20050440ea8c20e1cc81fafe5,basketballs (set of 6),1.0,5.99,Lakeshore Learning Materials
8a76a4e20050440ea8c20e1cc81fafe5,apple ipad wi-fi 32gb,6.0,3.76,Woodwind & Brasswind
72b6a8aae9e04cb3b2ea02619f5a8a21,soft seating cushion,24.0,18.53,AKJ Education
72b6a8aae9e04cb3b2ea02619f5a8a21,privacy partition,14.0,107.82,Woodwind & Brasswind
72b6a8aae9e04cb3b2ea02619f5a8a21,art easel,25.0,79.87,Discount School Supply
72b6a8aae9e04cb3b2ea02619f5a8a21,black write and wipe markers,26.0,42.9,School Specialty
